,Item,Tag
21196,08/04/2022,dates
21197,31/07/2021,dates
21198,29/04/2023,dates
21199,Feb 2nd 2021,dates
21200,Apr 29th 2021,dates
21201,06/17/2021,dates
21202,30/07/2022,dates
21203,Aug 19th 2022,dates
21204,September 17 2020,dates
21205,18/05/2021,dates
21206,February 16 2023,dates
21207,11/03/2022,dates
21208,March 16 2022,dates
21209,05/29/2022,dates
21210,Jun 29th 2021,dates
21211,03/07/2022,dates
21212,08/13/2022,dates
21213,May 7 2024,dates
21214,March 8 2023,dates
21215,25/07/2022,dates
21216,27/02/2023,dates
21217,24/05/2024,dates
21218,Aug 9th 2021,dates
21219,06/08/2024,dates
21220,11/10/2024,dates
21221,10/03/2021,dates
21222,11/14/2020,dates
21223,31/12/2021,dates
21224,06/08/2022,dates
21225,October 10 2020,dates
21226,03/03/2024,dates
21227,September 14 2024,dates
21228,May 18th 2020,dates
21229,May 25th 2023,dates
21230,April 25 2020,dates
21231,Apr 22nd 2021,dates
21232,05/10/2020,dates
21233,Nov 10th 2021,dates
21234,Jul 25th 2022,dates
21235,07/11/2021,dates
21236,October 6 2022,dates
21237,December 19 2022,dates
21238,January 2 2022,dates
21239,June 7 2020,dates
21240,10/19/2024,dates
21241,Jun 22nd 2023,dates
21242,08/05/2020,dates
21243,13/01/2020,dates
21244,11/12/2021,dates
21245,01/16/2021,dates
21246,02/12/2023,dates
21247,11/21/2024,dates
21248,Apr 25th 2022,dates
21249,August 30 2023,dates
21250,04/02/2022,dates
21251,Jan 14th 2021,dates
21252,10/08/2023,dates
21253,11/08/2020,dates
21254,September 22 2022,dates
21255,June 30 2022,dates
21256,30/03/2021,dates
21257,02/01/2022,dates
21258,11/22/2024,dates
21259,Jul 9th 2020,dates
21260,04/18/2024,dates
21261,July 3 2024,dates
21262,Apr 27th 2022,dates
21263,04/26/2024,dates
21264,27/01/2020,dates
21265,May 1st 2023,dates
21266,May 21 2020,dates
21267,26/09/2021,dates
21268,17/11/2024,dates
21269,06/28/2023,dates
21270,12/24/2024,dates
21271,Jan 26th 2020,dates
21272,12/12/2023,dates
21273,17/01/2024,dates
21274,April 10 2020,dates
21275,03/18/2023,dates
21276,Jun 16th 2023,dates
21277,30/09/2023,dates
21278,Sep 11th 2022,dates
21279,February 20 2023,dates
21280,July 6 2020,dates
21281,January 31 2024,dates
21282,December 28 2023,dates
21283,June 1 2020,dates
21284,08/16/2020,dates
21285,Jun 7th 2023,dates
21286,Feb 19th 2023,dates
21287,24/05/2022,dates
21288,10/07/2023,dates
21289,January 26 2023,dates
21290,04/08/2024,dates
21291,September 23 2021,dates
21292,Jun 23rd 2020,dates
21293,03/29/2021,dates
21294,16/10/2020,dates
21295,Nov 24th 2022,dates
21296,Jul 2nd 2023,dates
21297,11/23/2024,dates
21298,12/31/2023,dates
21299,23/10/2021,dates
21300,20/03/2020,dates
21301,December 27 2024,dates
21302,June 30 2024,dates
21303,01/13/2023,dates
21304,September 16 2023,dates
21305,03/02/2022,dates
21306,02/12/2024,dates
21307,Nov 23rd 2021,dates
21308,Aug 21st 2020,dates
21309,04/09/2024,dates
21310,June 16 2022,dates
21311,Sep 4th 2023,dates
21312,September 18 2024,dates
21313,07/07/2021,dates
21314,November 17 2022,dates
21315,Jun 11th 2022,dates
21316,December 9 2021,dates
21317,October 21 2022,dates
21318,04/03/2024,dates
21319,Nov 23rd 2023,dates
21320,06/15/2024,dates
21321,12/18/2021,dates
21322,Dec 3rd 2021,dates
21323,09/20/2023,dates
21324,Jan 11th 2023,dates
21325,16/01/2022,dates
21326,Oct 5th 2020,dates
21327,Apr 14th 2023,dates
21328,12/29/2022,dates
21329,Dec 27th 2021,dates
21330,May 9 2022,dates
21331,03/17/2020,dates
21332,28/07/2023,dates
21333,30/04/2020,dates
21334,Aug 24th 2023,dates
21335,25/03/2022,dates
21336,19/04/2020,dates
21337,Oct 21st 2024,dates
21338,Mar 15th 2022,dates
21339,Aug 15th 2022,dates
21340,08/04/2024,dates
21341,09/09/2020,dates
21342,04/11/2024,dates
21343,31/03/2022,dates
21344,09/16/2021,dates
21345,06/07/2022,dates
21346,29/12/2022,dates
21347,12/03/2020,dates
21348,14/09/2023,dates
21349,12/22/2024,dates
21350,January 31 2023,dates
21351,15/06/2021,dates
21352,12/09/2021,dates
21353,Nov 26th 2023,dates
21354,09/10/2021,dates
21355,04/12/2022,dates
21356,Jul 4th 2022,dates
21357,10/26/2022,dates
21358,April 5 2023,dates
21359,25/09/2022,dates
21360,October 19 2024,dates
21361,11/11/2024,dates
21362,08/11/2024,dates
21363,09/24/2023,dates
21364,Oct 15th 2021,dates
21365,10/06/2021,dates
21366,Apr 8th 2021,dates
21367,Oct 24th 2020,dates
21368,21/12/2020,dates
21369,30/09/2022,dates
21370,27/11/2022,dates
21371,April 21 2022,dates
21372,01/07/2021,dates
21373,02/10/2022,dates
21374,Nov 1st 2023,dates
21375,08/16/2024,dates
21376,12/20/2020,dates
21377,February 4 2022,dates
21378,01/14/2020,dates
21379,01/11/2020,dates
21380,29/01/2022,dates
21381,02/23/2023,dates
21382,Nov 24th 2021,dates
21383,06/10/2021,dates
21384,26/04/2022,dates
21385,Aug 11th 2024,dates
21386,Sep 3rd 2021,dates
21387,15/08/2023,dates
21388,08/05/2020,dates
21389,September 3 2022,dates
21390,08/07/2020,dates
21391,11/18/2023,dates
21392,March 6 2021,dates
21393,Sep 3rd 2020,dates
21394,Apr 5th 2023,dates
21395,12/11/2023,dates
21396,18/08/2022,dates
21397,04/09/2023,dates
21398,06/05/2020,dates
21399,Oct 27th 2022,dates
21400,Jun 5th 2021,dates
21401,04/08/2023,dates
21402,December 9 2022,dates
21403,Jul 20th 2021,dates
21404,Jun 14th 2020,dates
21405,Jun 11th 2023,dates
21406,03/01/2020,dates
21407,06/02/2021,dates
21408,09/16/2023,dates
21409,April 18 2021,dates
21410,09/03/2022,dates
21411,12/27/2024,dates
21412,February 20 2021,dates
21413,October 14 2021,dates
21414,December 30 2022,dates
21415,Jan 5th 2020,dates
21416,11/16/2024,dates
21417,01/10/2024,dates
21418,23/12/2023,dates
21419,Jul 17th 2023,dates
21420,Aug 20th 2021,dates
21421,11/01/2024,dates
21422,Aug 10th 2021,dates
21423,May 6th 2020,dates
21424,November 18 2024,dates
21425,Sep 30th 2023,dates
21426,March 26 2021,dates
21427,Nov 12th 2024,dates
21428,14/07/2023,dates
21429,Sep 17th 2020,dates
21430,Jan 18th 2021,dates
21431,13/12/2021,dates
21432,May 17th 2020,dates
21433,January 5 2021,dates
21434,June 23 2022,dates
21435,03/21/2021,dates
21436,Jan 4th 2020,dates
21437,01/08/2023,dates
21438,Dec 10th 2023,dates
21439,19/05/2022,dates
21440,August 29 2022,dates
21441,30/12/2023,dates
21442,October 8 2021,dates
21443,September 30 2024,dates
21444,Feb 5th 2023,dates
21445,03/14/2021,dates
21446,02/09/2020,dates
21447,May 20 2021,dates
21448,07/10/2022,dates
21449,December 30 2021,dates
21450,03/02/2023,dates
21451,Dec 20th 2021,dates
21452,December 22 2022,dates
21453,21/11/2024,dates
21454,June 15 2023,dates
21455,Feb 15th 2020,dates
21456,13/04/2024,dates
21457,25/09/2020,dates
21458,March 14 2023,dates
21459,May 12th 2023,dates
21460,Mar 10th 2020,dates
21461,30/11/2022,dates
21462,02/04/2024,dates
21463,19/06/2023,dates
21464,January 5 2020,dates
21465,Dec 5th 2021,dates
21466,July 28 2022,dates
21467,12/12/2020,dates
21468,16/01/2024,dates
21469,21/11/2022,dates
21470,March 12 2020,dates
21471,May 13 2021,dates
21472,11/13/2022,dates
21473,14/11/2023,dates
21474,09/08/2023,dates
21475,08/10/2021,dates
21476,Sep 23rd 2021,dates
21477,February 27 2023,dates
21478,28/03/2023,dates
21479,July 16 2020,dates
21480,Jul 18th 2022,dates
21481,June 12 2023,dates
21482,09/18/2024,dates
21483,02/25/2024,dates
21484,January 25 2023,dates
21485,03/31/2020,dates
21486,05/15/2021,dates
21487,Apr 23rd 2023,dates
21488,04/18/2024,dates
21489,Sep 6th 2024,dates
21490,Jul 31st 2022,dates
21491,09/10/2021,dates
21492,July 5 2020,dates
21493,27/05/2024,dates
21494,29/01/2024,dates
21495,28/04/2023,dates
21496,March 30 2024,dates
21497,Apr 21st 2020,dates
21498,18/02/2024,dates
21499,25/03/2020,dates
21500,November 7 2022,dates
21501,02/16/2021,dates
21502,05/31/2022,dates
21503,08/29/2024,dates
21504,November 22 2024,dates
21505,June 14 2022,dates
21506,10/10/2021,dates
21507,Nov 5th 2023,dates
21508,04/03/2022,dates
21509,Sep 3rd 2023,dates
21510,July 17 2022,dates
21511,08/01/2022,dates
21512,07/08/2022,dates
21513,May 1 2020,dates
21514,June 30 2022,dates
21515,March 14 2020,dates
21516,05/01/2021,dates
21517,21/05/2021,dates
21518,July 11 2022,dates
21519,23/10/2023,dates
21520,Apr 19th 2022,dates
21521,Jan 26th 2024,dates
21522,February 12 2020,dates
21523,11/10/2021,dates
21524,Dec 25th 2022,dates
21525,May 14 2023,dates
21526,June 14 2022,dates
21527,12/18/2021,dates
21528,June 23 2024,dates
21529,Oct 11th 2021,dates
21530,Mar 13th 2023,dates
21531,08/07/2024,dates
21532,May 1st 2020,dates
21533,04/21/2021,dates
21534,22/04/2024,dates
21535,09/01/2021,dates
21536,04/04/2022,dates
21537,09/11/2020,dates
21538,01/09/2020,dates
21539,04/10/2022,dates
21540,11/28/2020,dates
21541,05/04/2024,dates
21542,11/11/2023,dates
21543,Mar 27th 2020,dates
21544,08/01/2020,dates
21545,05/07/2023,dates
21546,04/21/2023,dates
21547,May 26 2020,dates
21548,Jun 5th 2024,dates
21549,May 18 2024,dates
21550,Aug 9th 2021,dates
21551,Oct 15th 2021,dates
21552,10/07/2023,dates
21553,06/10/2022,dates
21554,09/15/2023,dates
21555,04/15/2023,dates
21556,August 28 2023,dates
21557,May 1st 2023,dates
21558,July 24 2021,dates
21559,11/13/2024,dates
21560,January 24 2020,dates
21561,July 27 2022,dates
21562,July 20 2020,dates
21563,01/05/2020,dates
21564,June 22 2022,dates
21565,08/03/2021,dates
21566,28/04/2024,dates
21567,Jan 25th 2022,dates
21568,04/03/2020,dates
21569,25/08/2020,dates
21570,Jan 20th 2024,dates
21571,20/03/2020,dates
21572,22/11/2021,dates
21573,09/13/2022,dates
21574,Sep 3rd 2020,dates
21575,November 30 2020,dates
21576,Aug 21st 2021,dates
21577,03/30/2021,dates
21578,22/05/2022,dates
21579,11/16/2020,dates
21580,June 29 2024,dates
21581,March 5 2024,dates
21582,04/01/2021,dates
21583,18/01/2021,dates
21584,Nov 7th 2023,dates
21585,April 18 2021,dates
21586,Sep 17th 2024,dates
21587,April 12 2024,dates
21588,09/03/2021,dates
21589,December 19 2022,dates
21590,22/02/2022,dates
21591,03/05/2024,dates
21592,21/10/2022,dates
21593,09/07/2022,dates
21594,Mar 31st 2024,dates
21595,Nov 28th 2020,dates
21596,06/17/2021,dates
21597,January 3 2020,dates
21598,Feb 16th 2022,dates
21599,16/01/2021,dates
21600,10/06/2023,dates
21601,January 16 2020,dates
21602,Dec 11th 2024,dates
21603,July 3 2021,dates
21604,Oct 3rd 2024,dates
21605,June 25 2023,dates
21606,December 20 2020,dates
21607,October 1 2022,dates
21608,December 26 2023,dates
21609,04/01/2020,dates
21610,06/11/2020,dates
21611,June 21 2021,dates
21612,Sep 29th 2021,dates
21613,10/10/2022,dates
21614,June 7 2023,dates
21615,October 10 2021,dates
21616,09/10/2022,dates
21617,27/02/2021,dates
21618,April 15 2022,dates
21619,05/09/2023,dates
21620,12/25/2022,dates
21621,Sep 20th 2023,dates
21622,May 28 2024,dates
21623,Mar 28th 2024,dates
21624,01/17/2022,dates
21625,Sep 3rd 2023,dates
21626,05/16/2024,dates
21627,October 16 2020,dates
21628,February 4 2023,dates
21629,06/15/2023,dates
21630,06/05/2021,dates
21631,January 24 2020,dates
21632,Jan 5th 2021,dates
21633,04/07/2022,dates
21634,Sep 19th 2020,dates
21635,January 3 2021,dates
21636,27/07/2020,dates
21637,01/03/2020,dates
21638,May 28th 2023,dates
21639,September 24 2024,dates
21640,Oct 18th 2020,dates
21641,March 3 2023,dates
21642,Nov 4th 2021,dates
21643,10/23/2022,dates
21644,10/01/2023,dates
21645,22/12/2020,dates
21646,12/16/2020,dates
21647,30/07/2021,dates
21648,30/08/2024,dates
21649,December 7 2022,dates
21650,04/17/2021,dates
21651,Feb 29th 2024,dates
21652,01/01/2021,dates
21653,05/14/2021,dates
21654,Jul 17th 2020,dates
21655,07/02/2020,dates
21656,08/10/2021,dates
21657,Jul 1st 2021,dates
21658,Nov 28th 2024,dates
21659,Apr 17th 2023,dates
21660,04/10/2023,dates
21661,09/02/2020,dates
21662,03/26/2022,dates
21663,02/09/2020,dates
21664,10/13/2024,dates
21665,05/05/2020,dates
21666,07/02/2021,dates
21667,Feb 13th 2022,dates
21668,July 10 2024,dates
21669,10/16/2021,dates
21670,02/01/2022,dates
21671,Mar 3rd 2024,dates
21672,June 24 2022,dates
21673,09/14/2023,dates
21674,14/08/2023,dates
21675,Dec 23rd 2022,dates
21676,Jun 5th 2023,dates
21677,Jun 5th 2024,dates
21678,04/28/2021,dates
21679,07/19/2024,dates
21680,29/05/2022,dates
21681,Aug 25th 2024,dates
21682,20/04/2023,dates
21683,11/11/2023,dates
21684,25/03/2021,dates
21685,04/03/2022,dates
21686,June 9 2024,dates
21687,06/29/2021,dates
21688,02/08/2023,dates
21689,Aug 24th 2022,dates
21690,10/08/2022,dates
21691,Nov 24th 2024,dates
21692,May 24 2020,dates
21693,Jun 16th 2021,dates
21694,08/20/2021,dates
21695,24/07/2022,dates
21696,18/05/2023,dates
21697,December 29 2024,dates
21698,Nov 10th 2024,dates
21699,19/04/2023,dates
21700,19/10/2023,dates
21701,Mar 7th 2022,dates
21702,06/06/2022,dates
21703,March 31 2021,dates
21704,10/03/2023,dates
21705,08/03/2024,dates
21706,July 29 2023,dates
21707,10/10/2023,dates
21708,30/03/2021,dates
21709,12/28/2020,dates
21710,Feb 11th 2021,dates
21711,11/25/2022,dates
21712,Jun 28th 2022,dates
21713,25/05/2024,dates
21714,10/07/2020,dates
21715,Dec 20th 2020,dates
21716,May 20 2021,dates
21717,05/13/2024,dates
21718,02/11/2023,dates
21719,Sep 11th 2024,dates
21720,02/07/2022,dates
21721,May 26th 2021,dates
21722,08/08/2022,dates
21723,February 11 2022,dates
21724,04/05/2024,dates
21725,01/12/2023,dates
21726,May 12 2023,dates
21727,April 14 2024,dates
21728,Sep 20th 2020,dates
21729,Apr 10th 2022,dates
21730,Mar 23rd 2024,dates
21731,09/11/2021,dates
21732,08/02/2023,dates
21733,03/24/2021,dates
21734,Sep 15th 2024,dates
21735,Jul 8th 2020,dates
21736,09/10/2023,dates
21737,01/11/2024,dates
21738,Dec 25th 2020,dates
21739,September 28 2023,dates
21740,04/26/2021,dates
21741,Mar 18th 2022,dates
21742,November 23 2023,dates
21743,May 18th 2022,dates
21744,April 12 2023,dates
21745,17/05/2024,dates
21746,Oct 7th 2023,dates
21747,August 10 2021,dates
21748,Feb 27th 2023,dates
21749,Sep 4th 2020,dates
21750,September 2 2024,dates
21751,Aug 17th 2020,dates
21752,02/24/2021,dates
21753,Aug 25th 2024,dates
21754,Sep 29th 2024,dates
21755,Nov 23rd 2020,dates
21756,10/02/2024,dates
21757,Oct 11th 2022,dates
21758,01/16/2024,dates
21759,03/02/2021,dates
21760,09/09/2024,dates
21761,Oct 28th 2024,dates
21762,March 3 2023,dates
21763,16/03/2024,dates
21764,22/02/2023,dates
21765,18/11/2020,dates
21766,April 12 2024,dates
21767,15/10/2021,dates
21768,03/04/2021,dates
21769,12/17/2020,dates
21770,December 13 2023,dates
21771,September 14 2024,dates
21772,29/06/2021,dates
21773,06/04/2023,dates
21774,Oct 23rd 2022,dates
21775,Oct 16th 2023,dates
21776,05/30/2020,dates
21777,April 13 2021,dates
21778,Jan 11th 2021,dates
21779,01/23/2024,dates
21780,October 9 2022,dates
21781,06/07/2022,dates
21782,13/06/2021,dates
21783,Dec 3rd 2023,dates
21784,27/08/2023,dates
21785,Dec 8th 2022,dates
21786,May 4th 2022,dates
21787,Dec 12th 2023,dates
21788,February 26 2022,dates
21789,14/04/2021,dates
21790,10/12/2022,dates
21791,14/01/2020,dates
21792,May 31 2022,dates
21793,03/31/2021,dates
21794,18/08/2023,dates
21795,03/31/2024,dates
21796,August 17 2024,dates
21797,Jul 5th 2022,dates
21798,Aug 5th 2024,dates
21799,10/08/2023,dates
21800,29/05/2024,dates
21801,09/10/2020,dates
21802,Jun 15th 2023,dates
21803,Jun 8th 2024,dates
21804,19/02/2023,dates
21805,01/12/2022,dates
21806,May 2 2020,dates
21807,05/17/2022,dates
21808,Aug 15th 2020,dates
21809,November 9 2023,dates
21810,09/21/2023,dates
21811,11/02/2020,dates
21812,01/02/2022,dates
21813,August 19 2024,dates
21814,Aug 6th 2020,dates
21815,June 12 2022,dates
21816,19/12/2020,dates
21817,08/10/2022,dates
21818,19/12/2020,dates
21819,30/09/2022,dates
21820,19/04/2024,dates
21821,August 3 2023,dates
21822,December 11 2022,dates
21823,September 20 2022,dates
21824,August 3 2021,dates
21825,August 25 2020,dates
21826,December 5 2024,dates
21827,05/02/2020,dates
21828,November 10 2024,dates
21829,09/07/2023,dates
21830,29/09/2021,dates
21831,Oct 7th 2023,dates
21832,Nov 5th 2023,dates
21833,December 2 2024,dates
21834,30/12/2022,dates
21835,02/28/2023,dates
21836,04/30/2024,dates
21837,October 5 2022,dates
21838,Jan 12th 2021,dates
21839,05/10/2024,dates
21840,Mar 16th 2020,dates
21841,10/17/2020,dates
21842,April 30 2021,dates
21843,May 13 2024,dates
21844,09/05/2024,dates
21845,August 8 2023,dates
21846,07/29/2024,dates
21847,February 6 2022,dates
21848,03/03/2020,dates
21849,01/23/2023,dates
21850,19/06/2024,dates
21851,Apr 14th 2022,dates
21852,October 6 2024,dates
21853,March 30 2020,dates
21854,June 1 2023,dates
21855,25/12/2021,dates
21856,April 13 2021,dates
21857,25/05/2022,dates
21858,October 21 2022,dates
21859,03/12/2020,dates
21860,07/07/2023,dates
21861,February 5 2024,dates
21862,08/11/2024,dates
21863,03/29/2020,dates
21864,25/02/2022,dates
21865,Aug 19th 2022,dates
21866,Mar 19th 2023,dates
21867,13/01/2023,dates
21868,04/09/2023,dates
21869,June 28 2023,dates
21870,March 1 2021,dates
21871,Oct 8th 2022,dates
21872,Aug 18th 2023,dates
21873,21/04/2020,dates
21874,December 21 2023,dates
21875,01/09/2024,dates
21876,27/10/2020,dates
21877,Mar 29th 2022,dates
21878,July 7 2024,dates
21879,November 22 2020,dates
21880,Dec 13th 2023,dates
21881,Aug 2nd 2023,dates
21882,22/05/2021,dates
21883,October 9 2021,dates
21884,12/25/2021,dates
21885,08/24/2024,dates
21886,12/13/2020,dates
21887,08/01/2021,dates
21888,November 11 2021,dates
21889,05/25/2023,dates
21890,Oct 29th 2020,dates
21891,Dec 15th 2021,dates
21892,July 19 2024,dates
21893,04/11/2020,dates
21894,Oct 18th 2024,dates
21895,September 2 2021,dates
21896,Nov 5th 2023,dates
21897,21/12/2021,dates
21898,01/12/2023,dates
21899,10/19/2021,dates
21900,Mar 15th 2024,dates
21901,12/10/2021,dates
21902,31/03/2022,dates
21903,April 25 2020,dates
21904,Oct 22nd 2023,dates
21905,January 13 2022,dates
21906,11/22/2024,dates
21907,Jan 6th 2020,dates
21908,March 7 2021,dates
21909,August 31 2021,dates
21910,April 2 2024,dates
21911,May 2 2021,dates
21912,05/19/2020,dates
21913,26/08/2023,dates
21914,10/10/2024,dates
21915,Nov 1st 2023,dates
21916,12/20/2022,dates
21917,17/10/2023,dates
21918,Mar 6th 2023,dates
21919,November 18 2021,dates
21920,Jan 3rd 2021,dates
21921,01/19/2024,dates
21922,25/07/2024,dates
21923,27/10/2022,dates
21924,22/09/2022,dates
21925,10/04/2020,dates
21926,07/05/2023,dates
21927,Nov 11th 2022,dates
21928,November 16 2023,dates
21929,June 20 2023,dates
21930,27/09/2020,dates
21931,Jan 6th 2024,dates
21932,June 23 2022,dates
21933,August 24 2022,dates
21934,August 11 2020,dates
21935,10/19/2023,dates
21936,April 22 2023,dates
21937,02/02/2022,dates
21938,March 20 2023,dates
21939,May 10th 2022,dates
21940,Jul 12th 2024,dates
21941,October 13 2024,dates
21942,24/03/2021,dates
21943,Oct 27th 2023,dates
21944,12/27/2022,dates
21945,Jun 4th 2024,dates
21946,April 7 2021,dates
21947,Jan 5th 2024,dates
21948,08/24/2021,dates
21949,16/05/2021,dates
21950,27/07/2021,dates
21951,27/03/2022,dates
21952,Jul 11th 2024,dates
21953,12/03/2022,dates
21954,Aug 20th 2024,dates
21955,07/16/2023,dates
21956,May 24th 2024,dates
21957,03/03/2020,dates
21958,07/19/2021,dates
21959,Feb 3rd 2024,dates
21960,01/13/2022,dates
21961,Sep 14th 2023,dates
21962,04/02/2021,dates
21963,03/06/2021,dates
21964,23/06/2024,dates
21965,Apr 24th 2020,dates
21966,Apr 23rd 2024,dates
21967,15/12/2022,dates
21968,May 3 2022,dates
21969,11/26/2023,dates
21970,Jul 1st 2020,dates
21971,Sep 2nd 2023,dates
21972,Dec 13th 2022,dates
21973,Jan 16th 2023,dates
21974,November 18 2021,dates
21975,30/06/2023,dates
21976,08/19/2020,dates
21977,17/08/2024,dates
21978,May 22 2023,dates
21979,June 18 2024,dates
21980,Jul 5th 2024,dates
21981,May 12 2021,dates
21982,11/18/2023,dates
21983,August 2 2024,dates
21984,19/03/2020,dates
21985,December 30 2020,dates
21986,August 30 2022,dates
21987,January 2 2022,dates
21988,April 1 2023,dates
21989,03/26/2024,dates
21990,04/26/2022,dates
21991,Dec 16th 2023,dates
21992,06/22/2021,dates
21993,23/07/2020,dates
21994,06/06/2022,dates
21995,11/15/2022,dates
21996,14/03/2022,dates
21997,January 25 2023,dates
21998,13/02/2020,dates
21999,Jul 19th 2021,dates
22000,10/18/2021,dates
22001,01/24/2021,dates
22002,May 8th 2021,dates
22003,February 6 2023,dates
22004,07/28/2022,dates
22005,October 8 2022,dates
22006,Jul 28th 2020,dates
22007,31/12/2024,dates
22008,Aug 28th 2022,dates
22009,January 16 2021,dates
