,dates
4809,October 6 2020
4810,06/14/2021
4811,01/30/2021
4812,May 13th 2020
4813,25/03/2021
4814,09/22/2024
4815,Dec 9th 2024
4816,Jun 7th 2021
4817,18/09/2024
4818,Oct 21st 2023
4819,Aug 17th 2022
4820,07/07/2023
4821,02/10/2021
4822,10/10/2020
4823,December 23 2020
4824,11/03/2024
4825,12/23/2023
4826,Jul 6th 2020
4827,12/21/2022
4828,Apr 28th 2022
4829,November 20 2023
4830,April 13 2020
4831,Jan 14th 2022
4832,23/07/2024
4833,08/29/2023
4834,Jun 1st 2024
4835,July 20 2023
4836,22/04/2023
4837,08/06/2023
4838,Sep 19th 2022
4839,April 30 2024
4840,Jul 9th 2024
4841,August 27 2024
4842,Jun 15th 2022
4843,Feb 26th 2020
4844,06/09/2024
4845,01/07/2020
4846,October 25 2020
4847,Jul 8th 2020
4848,04/25/2023
4849,28/06/2022
4850,June 28 2020
4851,May 19 2020
4852,December 30 2020
4853,November 16 2022
4854,05/02/2021
4855,Aug 14th 2024
4856,February 1 2024
4857,January 22 2024
4858,06/08/2024
4859,Aug 25th 2023
4860,07/25/2021
4861,May 21st 2024
4862,05/20/2021
4863,Dec 19th 2021
4864,13/10/2024
4865,12/20/2024
4866,Mar 1st 2022
4867,12/20/2024
4868,06/17/2024
4869,12/15/2022
4870,April 19 2020
4871,December 17 2020
4872,October 16 2022
4873,Mar 4th 2020
4874,10/04/2024
4875,April 18 2021
4876,05/24/2020
4877,10/12/2023
4878,Jul 6th 2021
4879,06/29/2024
4880,07/10/2021
4881,September 13 2024
4882,07/24/2023
4883,23/05/2024
4884,27/09/2024
4885,Jul 12th 2021
4886,15/12/2024
4887,January 19 2020
4888,25/04/2020
4889,04/29/2021
4890,January 28 2021
4891,Jul 6th 2022
4892,08/17/2023
4893,Feb 21st 2021
4894,20/03/2024
4895,Jun 18th 2021
4896,16/04/2022
4897,28/02/2021
4898,06/02/2020
4899,21/09/2022
4900,30/09/2024
4901,Aug 24th 2024
4902,November 28 2021
4903,April 8 2023
4904,Nov 21st 2023
4905,May 27 2020
4906,29/12/2023
4907,October 19 2021
4908,Jul 5th 2022
4909,07/06/2023
4910,06/03/2022
4911,03/20/2023
4912,12/02/2021
4913,Mar 8th 2023
4914,14/07/2022
4915,07/23/2022
4916,Apr 3rd 2023
4917,11/07/2022
4918,Sep 17th 2022
4919,April 15 2021
4920,03/01/2022
4921,29/11/2024
4922,12/18/2020
4923,12/07/2020
4924,Mar 23rd 2020
4925,09/25/2023
4926,18/08/2024
4927,15/05/2023
4928,28/01/2022
4929,12/09/2020
4930,Jan 17th 2020
4931,26/10/2024
4932,Apr 1st 2021
4933,July 29 2024
4934,29/11/2021
4935,08/20/2020
4936,05/29/2020
4937,23/01/2021
4938,August 17 2022
4939,03/09/2020
4940,14/06/2024
4941,23/07/2023
4942,27/12/2021
4943,July 5 2021
4944,07/05/2024
4945,03/20/2022
4946,June 18 2020
4947,Jan 15th 2023
4948,April 19 2024
4949,10/11/2022
4950,Mar 27th 2021
4951,12/14/2020
4952,09/25/2024
4953,Jun 6th 2022
4954,09/04/2021
4955,02/15/2022
4956,16/04/2020
4957,09/17/2020
4958,05/20/2022
4959,Feb 27th 2022
4960,16/03/2022
4961,02/02/2022
4962,Jun 25th 2022
4963,17/09/2021
4964,10/16/2022
4965,10/19/2021
4966,18/04/2024
4967,Jul 29th 2024
4968,08/06/2022
4969,18/02/2023
4970,03/15/2023
4971,Jul 6th 2023
4972,12/26/2020
4973,28/02/2022
4974,15/04/2023
4975,Jan 27th 2021
4976,06/13/2021
4977,Nov 1st 2024
4978,10/18/2021
4979,30/08/2024
4980,04/11/2020
4981,01/12/2020
4982,January 26 2020
4983,December 20 2021
4984,04/15/2023
4985,Dec 14th 2023
4986,Jan 2nd 2024
4987,Dec 27th 2022
4988,Nov 20th 2022
4989,May 16 2021
4990,May 1 2020
4991,Oct 18th 2022
4992,28/03/2023
4993,13/11/2021
4994,Apr 13th 2021
4995,Mar 27th 2020
4996,27/12/2020
4997,12/06/2021
4998,06/13/2020
4999,July 16 2023
5000,23/08/2021
5001,07/14/2020
5002,August 22 2023
5003,May 8 2021
5004,August 16 2021
5005,02/20/2023
5006,October 10 2023
5007,Jun 11th 2021
5008,June 25 2023
5009,08/19/2021
5010,November 11 2021
5011,May 20th 2022
5012,September 16 2024
5013,March 30 2021
5014,11/09/2020
5015,May 5th 2020
5016,Oct 14th 2024
5017,February 19 2021
5018,June 6 2020
5019,Mar 24th 2023
5020,Aug 9th 2022
5021,May 12 2023
5022,January 17 2024
5023,02/01/2022
5024,11/16/2021
5025,August 27 2020
5026,02/03/2022
5027,12/03/2022
5028,May 3 2022
5029,December 16 2023
5030,04/30/2022
5031,Sep 24th 2023
5032,04/22/2022
5033,22/05/2022
5034,09/15/2024
5035,Oct 9th 2022
5036,February 14 2024
5037,12/07/2020
5038,06/18/2022
5039,February 15 2023
5040,06/27/2024
5041,30/10/2024
5042,Oct 25th 2021
5043,21/01/2022
5044,Jun 15th 2022
5045,Aug 9th 2024
5046,November 20 2022
5047,05/26/2021
5048,08/24/2024
5049,05/02/2021
5050,02/21/2024
5051,03/31/2023
5052,May 21 2022
5053,13/10/2020
5054,06/08/2022
5055,07/03/2024
5056,Dec 3rd 2024
5057,21/06/2023
5058,Dec 22nd 2024
5059,20/09/2020
5060,Dec 26th 2023
5061,23/02/2021
5062,May 31 2023
5063,Oct 29th 2021
5064,24/12/2021
5065,Dec 30th 2021
5066,June 19 2024
5067,04/15/2020
5068,Sep 29th 2022
5069,03/01/2023
5070,02/10/2023
5071,20/05/2020
5072,January 22 2021
5073,10/01/2020
5074,04/04/2020
5075,11/12/2023
5076,April 12 2024
5077,08/20/2021
5078,06/02/2022
5079,14/01/2024
5080,Sep 23rd 2020
5081,Sep 13th 2024
5082,07/17/2023
5083,Jul 23rd 2020
5084,16/11/2024
5085,20/01/2023
5086,Jun 26th 2021
5087,April 2 2023
5088,19/03/2022
5089,Jul 17th 2023
5090,Sep 13th 2024
5091,Mar 6th 2021
5092,06/30/2020
5093,Dec 3rd 2022
5094,09/14/2023
5095,Aug 5th 2022
5096,September 27 2020
5097,03/06/2020
5098,Jun 7th 2023
5099,24/04/2023
5100,Oct 24th 2022
5101,Feb 1st 2023
5102,Dec 5th 2020
5103,July 28 2020
5104,Aug 28th 2022
5105,26/05/2021
5106,11/10/2023
5107,May 11 2024
5108,Feb 3rd 2022
5109,May 25 2023
5110,20/03/2023
5111,23/02/2021
5112,05/27/2023
5113,15/03/2020
5114,April 30 2020
5115,October 19 2023
5116,04/08/2021
5117,November 11 2024
5118,Apr 17th 2022
5119,01/11/2022
5120,10/31/2022
5121,18/09/2023
5122,Aug 13th 2021
5123,01/08/2024
5124,Jul 14th 2021
5125,15/11/2022
5126,January 28 2023
5127,Dec 22nd 2023
5128,21/07/2022
5129,April 20 2022
5130,01/18/2020
5131,07/06/2023
5132,Jan 21st 2022
5133,22/09/2020
5134,Jun 28th 2021
5135,Jan 9th 2023
5136,17/07/2020
5137,16/04/2024
5138,06/18/2020
5139,08/02/2023
5140,June 27 2024
5141,Jun 9th 2023
5142,Mar 4th 2022
5143,Jul 23rd 2023
5144,10/20/2022
5145,May 27 2021
5146,August 2 2022
5147,April 5 2023
5148,Nov 30th 2024
5149,04/16/2020
5150,06/01/2021
5151,Sep 7th 2024
5152,21/02/2024
5153,Apr 11th 2024
5154,August 27 2023
5155,06/14/2022
5156,September 10 2024
5157,Aug 27th 2021
5158,02/15/2023
5159,Sep 13th 2022
5160,May 3 2021
5161,18/06/2024
5162,Feb 20th 2020
5163,Apr 3rd 2024
5164,Nov 22nd 2022
5165,Apr 4th 2022
5166,03/13/2021
5167,February 27 2022
5168,17/10/2020
5169,12/27/2020
5170,04/12/2020
5171,August 3 2020
5172,Jul 27th 2021
5173,25/05/2020
5174,Sep 24th 2022
5175,13/08/2023
5176,Feb 3rd 2023
5177,20/01/2020
5178,07/08/2021
5179,January 29 2020
5180,03/21/2020
5181,06/05/2020
5182,Oct 13th 2021
5183,02/23/2021
5184,08/01/2021
5185,28/02/2023
5186,Sep 6th 2021
5187,06/26/2024
5188,June 10 2022
5189,September 19 2024
5190,03/29/2022
5191,Jul 31st 2022
5192,05/05/2023
5193,05/13/2023
5194,January 10 2021
5195,12/09/2024
5196,27/03/2020
5197,10/26/2024
5198,17/02/2024
5199,May 7th 2020
5200,10/02/2020
5201,Oct 29th 2024
5202,May 17 2022
5203,December 8 2021
5204,08/09/2024
5205,Dec 27th 2024
5206,10/06/2023
5207,29/05/2023
5208,March 20 2020
5209,04/30/2024
5210,03/07/2024
5211,24/12/2022
5212,March 30 2023
5213,24/05/2024
5214,January 19 2022
5215,03/15/2022
5216,Jan 18th 2023
5217,07/09/2020
5218,25/01/2021
5219,Aug 6th 2023
5220,04/10/2022
5221,Sep 22nd 2021
5222,02/17/2023
5223,30/11/2024
5224,03/19/2024
5225,10/30/2021
5226,September 15 2023
5227,11/30/2021
5228,17/07/2024
5229,May 9th 2023
5230,08/12/2020
5231,Feb 11th 2024
5232,27/05/2021
5233,Apr 7th 2022
5234,Mar 19th 2023
5235,02/14/2022
5236,Sep 28th 2024
5237,September 20 2021
5238,Jul 9th 2021
5239,May 13th 2022
5240,June 11 2023
5241,13/03/2020
5242,Jan 2nd 2021
5243,Dec 23rd 2020
5244,10/04/2021
5245,March 2 2022
5246,Aug 2nd 2022
5247,12/25/2022
5248,Apr 10th 2021
5249,01/05/2023
5250,Jan 25th 2022
5251,04/06/2020
5252,October 1 2022
5253,June 27 2022
5254,11/05/2023
5255,March 25 2021
5256,Apr 13th 2024
5257,05/09/2023
5258,08/25/2024
5259,Jun 21st 2024
5260,Dec 2nd 2023
5261,Aug 17th 2021
5262,April 21 2020
5263,October 28 2023
5264,Aug 24th 2024
5265,17/09/2023
5266,May 14 2021
5267,06/19/2023
5268,04/11/2021
5269,April 9 2021
5270,16/04/2020
5271,01/20/2020
5272,Apr 8th 2021
5273,August 3 2022
5274,May 28 2022
5275,June 20 2023
5276,06/20/2022
5277,September 6 2021
5278,06/12/2020
5279,Sep 5th 2024
5280,07/09/2020
5281,08/03/2023
5282,02/05/2021
5283,05/11/2022
5284,May 5th 2023
5285,November 18 2024
5286,May 16 2022
5287,Sep 16th 2023
5288,08/01/2022
5289,12/07/2021
5290,03/22/2022
5291,January 8 2024
5292,Jul 24th 2023
5293,May 22 2022
5294,July 12 2024
5295,May 2 2023
5296,Aug 22nd 2023
5297,12/05/2020
5298,Apr 30th 2022
5299,08/22/2021
5300,15/05/2021
5301,08/17/2021
5302,07/13/2020
5303,04/20/2023
5304,November 18 2021
5305,09/07/2021
5306,25/12/2023
5307,12/20/2021
5308,10/31/2022
5309,Jun 29th 2024
5310,07/16/2020
5311,11/21/2021
5312,Jun 29th 2020
5313,31/03/2020
5314,August 13 2020
5315,December 2 2023
5316,November 20 2022
5317,April 29 2023
5318,10/20/2023
5319,07/03/2021
5320,December 28 2021
5321,February 20 2022
5322,10/18/2021
5323,20/10/2023
5324,May 17 2024
5325,August 16 2024
5326,September 19 2023
5327,May 5th 2023
5328,Dec 9th 2021
5329,October 6 2024
5330,07/17/2023
5331,07/13/2022
5332,February 25 2023
5333,23/02/2021
5334,11/19/2023
5335,Sep 29th 2020
5336,02/14/2024
5337,Oct 22nd 2022
5338,Aug 4th 2024
5339,Dec 14th 2021
5340,September 17 2020
5341,06/24/2020
5342,February 9 2024
5343,May 7 2023
5344,Jun 28th 2020
5345,04/15/2022
5346,27/02/2024
5347,05/31/2021
5348,July 20 2022
5349,Dec 11th 2023
5350,July 27 2023
5351,06/07/2024
5352,October 23 2020
5353,15/02/2024
5354,06/12/2021
5355,19/08/2022
5356,04/24/2021
5357,Jul 9th 2022
5358,15/02/2024
5359,26/12/2020
5360,February 2 2020
5361,Mar 13th 2022
5362,Mar 4th 2021
5363,April 17 2021
5364,Jan 26th 2022
5365,Jun 27th 2023
5366,09/24/2022
5367,June 27 2023
5368,May 17 2024
5369,10/04/2024
5370,Sep 7th 2020
5371,April 25 2024
5372,05/13/2023
5373,10/12/2022
5374,31/12/2021
5375,May 9th 2020
5376,January 4 2020
5377,09/22/2021
5378,Oct 30th 2024
5379,November 8 2020
5380,January 17 2020
5381,04/02/2023
5382,03/02/2023
5383,04/03/2020
5384,Jul 24th 2021
5385,12/19/2024
5386,Jul 4th 2020
5387,Oct 10th 2023
5388,Jul 15th 2024
5389,March 2 2024
5390,26/07/2020
5391,26/06/2023
5392,06/07/2023
5393,May 6 2023
5394,05/19/2022
5395,Jun 28th 2022
5396,03/22/2024
5397,18/01/2021
5398,08/11/2024
5399,10/30/2020
5400,Jan 6th 2024
5401,Apr 10th 2021
5402,09/01/2022
5403,07/03/2021
5404,12/07/2022
5405,April 24 2021
5406,August 27 2021
5407,Aug 4th 2024
5408,17/02/2024
5409,Feb 4th 2024
5410,May 8th 2021
5411,02/08/2022
5412,Sep 16th 2023
5413,February 28 2022
5414,August 18 2022
5415,25/08/2024
5416,11/01/2023
5417,05/04/2022
5418,08/30/2024
5419,Nov 26th 2024
5420,06/20/2020
5421,06/30/2020
5422,Apr 8th 2020
5423,10/22/2023
5424,02/22/2020
5425,Mar 6th 2024
5426,04/08/2021
5427,September 13 2020
5428,23/01/2023
5429,05/11/2020
5430,06/07/2022
5431,01/01/2020
5432,17/05/2020
5433,02/12/2024
5434,12/28/2024
5435,04/09/2022
5436,March 7 2023
5437,Jan 30th 2020
5438,22/05/2023
5439,12/30/2022
5440,08/02/2021
5441,Jan 24th 2022
5442,January 22 2024
5443,October 6 2020
5444,May 3rd 2020
5445,June 30 2021
5446,Mar 28th 2020
5447,07/27/2020
5448,18/01/2021
5449,04/09/2022
5450,June 3 2022
5451,06/30/2021
5452,10/01/2022
5453,March 14 2020
5454,27/07/2022
5455,02/29/2020
5456,Jun 29th 2021
5457,April 26 2024
5458,07/28/2021
5459,Oct 2nd 2020
5460,April 8 2024
5461,02/12/2020
5462,06/11/2020
5463,May 4th 2020
5464,Oct 28th 2022
5465,Apr 18th 2020
5466,October 19 2021
5467,05/17/2021
5468,11/05/2022
5469,12/28/2020
5470,02/15/2021
5471,Feb 28th 2024
5472,29/11/2022
5473,28/11/2020
5474,October 10 2020
5475,14/11/2022
5476,November 30 2021
5477,26/11/2022
5478,19/04/2021
5479,March 24 2023
5480,11/01/2021
5481,05/27/2024
5482,Oct 25th 2024
5483,June 4 2024
5484,01/16/2024
5485,August 21 2023
5486,April 28 2020
5487,12/15/2024
5488,06/12/2020
5489,December 6 2023
5490,Jun 8th 2020
5491,26/03/2021
5492,21/12/2021
5493,13/01/2020
5494,05/06/2022
5495,07/25/2024
5496,01/04/2023
5497,18/12/2020
5498,26/02/2021
5499,13/09/2023
5500,07/07/2020
5501,09/05/2020
5502,December 12 2023
5503,Sep 30th 2023
5504,08/30/2023
5505,December 6 2024
5506,01/11/2024
5507,08/24/2022
5508,July 23 2020
5509,Jul 5th 2022
5510,Aug 5th 2021
5511,Aug 16th 2020
5512,07/21/2021
5513,16/10/2022
5514,07/14/2023
5515,March 11 2023
5516,14/08/2024
5517,September 2 2024
5518,Aug 18th 2024
5519,Jul 12th 2024
5520,11/25/2023
5521,02/21/2022
5522,Oct 28th 2020
5523,28/05/2021
5524,Dec 1st 2021
5525,29/09/2023
5526,03/02/2023
5527,June 18 2021
5528,09/10/2022
5529,November 27 2021
5530,03/02/2024
5531,10/12/2023
5532,08/06/2020
5533,11/09/2022
5534,05/09/2024
5535,July 19 2021
5536,May 30 2023
5537,November 4 2021
5538,04/22/2024
5539,Jan 13th 2024
5540,09/27/2022
5541,09/07/2021
5542,08/09/2022
5543,September 14 2021
5544,27/03/2021
5545,18/03/2022
5546,May 27 2024
5547,Apr 20th 2022
5548,12/27/2022
5549,29/05/2023
5550,February 5 2024
5551,Jan 3rd 2024
5552,05/25/2023
5553,12/12/2022
5554,November 12 2023
5555,13/01/2023
5556,05/01/2020
5557,Nov 4th 2024
5558,22/10/2024
5559,July 17 2022
5560,01/01/2022
5561,09/10/2022
5562,Jul 13th 2022
5563,Dec 19th 2020
5564,Apr 16th 2022
5565,Jan 4th 2023
5566,August 9 2024
5567,13/10/2024
5568,05/04/2022
5569,Oct 24th 2020
5570,05/16/2020
5571,November 25 2020
5572,12/20/2024
5573,19/04/2024
5574,03/11/2023
5575,02/20/2022
5576,01/08/2020
5577,Aug 23rd 2021
5578,October 31 2023
5579,09/24/2023
5580,December 14 2023
5581,April 3 2020
5582,06/20/2022
5583,March 6 2022
5584,11/09/2024
5585,12/14/2022
5586,March 4 2020
5587,09/17/2021
5588,Jan 11th 2022
5589,Feb 26th 2023
5590,11/02/2023
5591,27/11/2020
5592,October 25 2023
5593,04/30/2023
5594,09/22/2024
5595,June 11 2021
5596,February 25 2024
5597,Nov 2nd 2020
5598,September 5 2021
5599,March 17 2022
5600,09/01/2021
5601,13/11/2023
5602,May 4th 2021
5603,22/12/2021
5604,August 1 2021
5605,22/04/2024
5606,January 17 2022
5607,Aug 11th 2024
5608,04/11/2022
5609,February 7 2020
5610,10/12/2024
5611,December 19 2021
5612,Dec 30th 2021
5613,12/04/2021
5614,19/10/2021
5615,December 3 2021
5616,03/12/2022
5617,26/02/2020
5618,Jul 11th 2021
5619,Jun 22nd 2022
5620,Sep 23rd 2022
5621,06/01/2022
5622,11/20/2024
5623,23/04/2020
5624,Feb 2nd 2022
5625,05/30/2021
5626,17/01/2020
5627,November 8 2024
5628,05/18/2020
5629,Jun 17th 2024
5630,11/10/2020
5631,August 1 2023
5632,January 16 2022
5633,16/07/2021
5634,Jul 13th 2021
5635,25/12/2021
5636,Sep 9th 2021
5637,Apr 18th 2023
5638,September 17 2023
5639,Jun 9th 2021
5640,12/07/2023
5641,Apr 26th 2023
5642,03/26/2020
5643,Feb 21st 2020
5644,09/19/2023
5645,June 1 2020
5646,05/09/2020
5647,Aug 17th 2020
5648,13/04/2023
5649,07/03/2023
5650,13/02/2024
5651,January 4 2020
5652,08/17/2022
5653,June 17 2021
5654,July 10 2023
5655,Dec 22nd 2024
5656,21/04/2022
5657,09/11/2023
5658,03/02/2020
5659,02/15/2021
5660,June 22 2021
5661,Apr 17th 2022
5662,05/15/2020
5663,26/09/2024
5664,11/13/2024
5665,Jan 10th 2020
5666,April 7 2023
5667,07/13/2020
5668,09/21/2021
5669,April 24 2020
5670,Jul 1st 2022
5671,11/28/2023
5672,05/12/2023
5673,Jun 23rd 2020
5674,07/02/2023
5675,Aug 16th 2023
5676,14/12/2020
5677,July 16 2022
5678,03/02/2021
5679,May 30 2023
5680,02/08/2020
5681,Aug 8th 2024
5682,12/22/2020
5683,June 10 2021
5684,05/03/2021
5685,April 14 2021
5686,Apr 12th 2023
5687,February 18 2020
5688,Nov 8th 2024
5689,Nov 14th 2020
5690,May 9th 2020
5691,August 10 2020
5692,March 13 2020
5693,June 28 2021
5694,Feb 17th 2021
5695,02/04/2022
5696,06/08/2020
5697,07/12/2021
5698,06/21/2021
5699,06/18/2022
5700,02/15/2021
5701,08/05/2022
5702,03/02/2024
5703,08/28/2020
5704,08/26/2024
5705,08/28/2024
5706,26/01/2022
5707,02/23/2024
5708,June 2 2022
5709,November 8 2020
5710,Jul 26th 2024
5711,Jan 22nd 2021
5712,20/04/2020
5713,23/11/2021
5714,July 12 2022
5715,12/24/2022
5716,November 20 2024
5717,12/17/2020
5718,27/02/2022
5719,March 3 2023
5720,24/04/2020
5721,October 16 2022
5722,Oct 31st 2020
5723,April 20 2022
5724,May 13 2024
5725,05/19/2022
5726,Oct 5th 2022
5727,July 11 2020
5728,07/10/2023
5729,11/08/2021
5730,November 17 2022
5731,September 30 2021
5732,27/12/2022
5733,September 4 2022
5734,March 24 2023
5735,Mar 30th 2024
5736,07/06/2022
5737,February 21 2023
5738,December 4 2023
5739,January 17 2020
5740,24/04/2020
5741,17/08/2022
5742,22/05/2020
5743,May 11th 2022
5744,May 26 2023
5745,07/01/2023
5746,07/25/2023
5747,03/11/2024
5748,Mar 8th 2021
5749,07/05/2024
5750,Oct 11th 2023
5751,Mar 17th 2024
5752,Jan 28th 2022
5753,September 5 2020
5754,May 4 2020
5755,09/11/2020
5756,Sep 30th 2020
5757,September 4 2024
5758,Jun 29th 2023
5759,March 21 2022
5760,October 10 2022
5761,08/04/2024
5762,11/17/2022
5763,Sep 18th 2022
5764,05/02/2024
5765,September 19 2023
5766,Jun 26th 2020
5767,02/03/2023
5768,10/25/2024
5769,23/02/2022
5770,19/12/2021
5771,Jun 18th 2020
5772,Sep 5th 2024
5773,November 29 2020
5774,Dec 4th 2022
5775,Sep 3rd 2023
5776,08/31/2022
5777,03/15/2021
5778,Sep 22nd 2023
5779,07/22/2024
5780,July 1 2023
5781,October 8 2023
5782,21/09/2024
5783,Jan 16th 2020
5784,January 10 2020
5785,14/05/2023
5786,Jul 8th 2022
5787,08/31/2020
5788,08/03/2024
5789,January 20 2022
5790,07/29/2021
5791,October 27 2023
5792,May 14 2020
5793,May 12 2022
5794,01/06/2023
5795,02/08/2021
5796,08/26/2022
5797,Apr 4th 2021
5798,Sep 17th 2022
5799,28/11/2020
5800,Dec 15th 2024
5801,08/14/2024
5802,25/02/2020
5803,14/03/2022
5804,May 23 2023
5805,31/05/2023
5806,Jan 28th 2021
5807,September 5 2024
5808,Oct 26th 2022
5809,October 31 2020
5810,03/06/2020
5811,Mar 24th 2022
5812,Aug 8th 2020
5813,May 12th 2024
5814,Aug 15th 2021
5815,Jan 5th 2023
5816,24/03/2024
5817,Dec 10th 2020
5818,July 31 2020
5819,Mar 13th 2021
5820,24/07/2021
5821,May 26 2020
5822,26/05/2020
5823,07/22/2020
5824,Nov 12th 2022
5825,February 24 2020
5826,08/13/2020
5827,12/02/2023
5828,September 3 2022
5829,16/01/2020
5830,12/10/2024
5831,Sep 17th 2023
5832,Sep 29th 2024
5833,July 30 2022
5834,19/04/2023
5835,March 15 2020
5836,02/23/2023
5837,30/12/2022
5838,June 9 2024
5839,August 8 2024
5840,03/11/2024
5841,Sep 22nd 2022
5842,May 23rd 2024
5843,November 13 2020
5844,16/07/2024
5845,09/11/2022
5846,09/11/2021
5847,Nov 8th 2023
5848,05/18/2020
5849,January 15 2021
5850,August 9 2020
5851,June 22 2022
5852,06/14/2024
5853,07/11/2022
5854,May 11 2023
5855,June 13 2024
5856,May 3rd 2021
5857,Apr 4th 2020
5858,28/09/2021
5859,January 13 2022
5860,17/06/2023
5861,01/20/2021
5862,Apr 14th 2021
5863,06/14/2022
5864,12/15/2023
5865,December 31 2020
5866,Jan 8th 2022
5867,Feb 4th 2023
5868,April 24 2020
5869,01/19/2024
5870,May 14 2021
5871,Feb 7th 2023
5872,06/20/2021
5873,06/13/2020
5874,11/15/2024
5875,May 20 2022
5876,01/16/2023
5877,Dec 30th 2024
5878,May 2nd 2022
5879,08/06/2020
5880,February 28 2022
5881,01/23/2023
5882,27/11/2023
5883,September 6 2021
5884,05/08/2020
5885,14/05/2021
5886,03/06/2021
5887,05/30/2022
5888,01/21/2024
5889,01/07/2023
5890,30/08/2022
5891,18/04/2024
5892,12/01/2021
5893,Dec 18th 2020
5894,02/02/2020
5895,Oct 31st 2021
5896,26/10/2022
5897,05/08/2024
5898,03/25/2022
5899,Aug 9th 2020
5900,28/05/2020
5901,02/07/2021
5902,09/24/2021
5903,January 23 2021
5904,Oct 16th 2024
5905,Nov 26th 2023
5906,May 25 2020
5907,08/09/2021
5908,June 20 2022
5909,04/07/2024
5910,Sep 14th 2024
5911,04/12/2021
5912,Jun 17th 2022
5913,28/06/2022
5914,Dec 25th 2023
5915,25/05/2020
5916,15/01/2024
5917,07/08/2021
5918,February 4 2022
5919,03/02/2021
5920,16/03/2021
5921,May 4 2020
5922,Mar 2nd 2024
5923,October 30 2024
5924,28/06/2021
5925,May 7th 2022
5926,Nov 6th 2022
5927,Jun 12th 2020
5928,13/12/2023
5929,Jul 3rd 2023
5930,03/11/2023
5931,January 9 2020
5932,April 24 2024
5933,February 16 2023
5934,02/12/2023
5935,04/01/2023
5936,03/07/2022
5937,May 13th 2024
5938,October 21 2024
5939,07/18/2020
5940,17/03/2023
5941,Dec 21st 2021
5942,June 26 2021
5943,11/15/2022
5944,08/04/2022
5945,08/10/2023
5946,April 16 2020
5947,Mar 8th 2023
5948,April 12 2024
5949,07/05/2021
5950,21/04/2021
5951,03/10/2024
5952,Nov 20th 2022
5953,26/01/2020
5954,February 12 2021
5955,Oct 13th 2022
5956,04/02/2023
5957,June 17 2023
5958,27/02/2020
5959,01/21/2022
5960,28/10/2020
5961,Nov 5th 2021
5962,07/18/2023
5963,Feb 23rd 2024
5964,Sep 24th 2022
5965,14/08/2022
5966,09/02/2020
5967,01/11/2022
5968,December 9 2023
5969,06/03/2023
5970,February 28 2024
5971,13/08/2020
5972,December 25 2022
5973,October 11 2020
5974,06/24/2023
5975,01/24/2020
5976,02/27/2024
5977,13/11/2020
5978,July 28 2021
5979,12/31/2022
5980,23/04/2023
5981,Aug 2nd 2024
5982,07/23/2023
5983,Mar 30th 2024
5984,November 1 2020
5985,Oct 11th 2023
5986,31/03/2023
5987,31/07/2020
5988,01/10/2020
5989,12/04/2020
5990,April 7 2021
5991,23/06/2023
5992,01/05/2021
5993,04/06/2020
5994,11/27/2021
5995,11/14/2023
5996,02/24/2022
5997,January 20 2022
5998,Jul 10th 2024
5999,June 3 2021
6000,March 2 2024
6001,September 27 2020
6002,12/25/2020
6003,21/10/2020
6004,03/20/2020
6005,Mar 11th 2022
6006,Nov 19th 2020
6007,August 8 2020
6008,01/13/2022
6009,01/23/2023
6010,09/29/2024
6011,November 30 2022
6012,May 2 2020
6013,December 28 2021
6014,May 28 2021
6015,07/29/2021
6016,May 25 2024
6017,07/27/2024
6018,December 2 2024
6019,01/27/2022
6020,29/03/2021
6021,31/07/2024
6022,10/25/2022
6023,13/05/2021
6024,Jun 26th 2023
6025,03/09/2021
6026,18/10/2021
6027,February 21 2021
6028,December 3 2024
6029,12/04/2021
6030,12/14/2022
6031,05/10/2020
6032,Sep 1st 2020
6033,January 24 2023
6034,August 1 2020
6035,26/11/2020
6036,Sep 11th 2024
6037,10/27/2022
6038,11/07/2023
6039,06/19/2023
6040,12/29/2024
6041,March 9 2023
6042,09/15/2024
6043,June 22 2024
6044,03/06/2022
6045,02/02/2021
6046,March 18 2022
6047,January 3 2020
6048,July 16 2021
6049,Dec 23rd 2024
6050,October 24 2021
6051,Oct 7th 2023
6052,August 4 2021
6053,Aug 8th 2021
6054,Mar 2nd 2023
6055,12/10/2020
6056,December 27 2021
6057,November 10 2024
6058,01/05/2020
6059,Jul 12th 2022
6060,05/03/2023
6061,28/08/2024
6062,12/04/2024
6063,02/02/2020
6064,Dec 13th 2020
